date,value
2021-03-02,121.86634063720703
2021-03-03,118.88589477539062
2021-03-04,117.00609588623047
2021-03-05,118.26253509521484
2021-03-08,113.33411407470703
2021-03-09,117.94113159179688
2021-03-10,116.86001586914062
2021-03-11,118.78850555419922
2021-03-12,117.88268280029297
2021-03-15,120.76570892333984
2021-03-16,122.30462646484375
2021-03-17,121.51569366455078
2021-03-18,117.39568328857422
2021-03-19,116.86972045898438
2021-03-22,120.18130493164062
2021-03-23,119.35343170166016
2021-03-24,116.96711730957031
2021-03-25,117.4541244506836
2021-03-26,118.0580062866211
2021-03-29,118.23332977294922
2021-03-30,116.78206634521484
2021-03-31,118.97355651855469
2021-04-01,119.80144500732422
2021-04-05,122.62603759765625
2021-04-06,122.927978515625
2021-04-07,124.57403564453125
2021-04-08,126.97008514404297
2021-04-09,129.54139709472656
2021-04-12,127.82721710205078
2021-04-13,130.93421936035156
2021-04-14,128.59664916992188
2021-04-15,131.00242614746094
2021-04-16,130.6712646484375
2021-04-19,131.3335723876953
2021-04-20,129.64852905273438
2021-04-21,130.0283966064453
2021-04-22,128.5089874267578
2021-04-23,130.82708740234375
2021-04-26,131.21665954589844
2021-04-27,130.89527893066406
2021-04-28,130.10630798339844
2021-04-29,130.00892639160156
2021-04-30,128.0414276123047
2021-05-03,129.09339904785156
2021-05-04,124.52533721923828
2021-05-05,124.76883697509766
2021-05-06,126.36620330810547
2021-05-07,127.03936004638672
2021-05-10,123.7612075805664
2021-05-11,122.8440933227539
2021-05-12,119.78054809570312
2021-05-13,121.92697143554688
2021-05-14,124.3465805053711
2021-05-17,123.19532012939453
2021-05-18,121.80990600585938
2021-05-19,121.65380859375
2021-05-20,124.20999145507812
2021-05-21,122.37579345703125
2021-05-24,124.00511169433594
2021-05-25,123.80998229980469
2021-05-26,123.7612075805664
2021-05-27,122.22943115234375
2021-05-28,121.57573699951172
2021-06-01,121.2537841796875
2021-06-02,122.01477813720703
2021-06-03,120.53179168701172
2021-06-04,122.82456970214844
2021-06-07,122.8343276977539
2021-06-08,123.65386962890625
2021-06-09,124.03436279296875
2021-06-10,123.03921508789062
2021-06-11,124.24903106689453
2021-06-14,127.30278778076172
2021-06-15,126.48324584960938
2021-06-16,126.98088836669922
2021-06-17,128.5808868408203
2021-06-18,127.2833023071289
2021-06-21,129.0784912109375
2021-06-22,130.7176055908203
2021-06-23,130.44439697265625
2021-06-24,130.16146850585938
2021-06-25,129.8687744140625
2021-06-28,131.4981231689453
2021-06-29,133.01039123535156
2021-06-30,133.62503051757812
2021-07-01,133.92747497558594
2021-07-02,136.55194091796875
2021-07-06,138.5618133544922
2021-07-07,141.04971313476562
2021-07-08,139.75210571289062
2021-07-09,141.57656860351562
2021-07-12,140.98141479492188
2021-07-13,142.09364318847656
2021-07-14,145.51821899414062
2021-07-15,144.86448669433594
2021-07-16,142.8253936767578
2021-07-19,138.9813232421875
2021-07-20,142.59121704101562
2021-07-21,141.85951232910156
2021-07-22,143.22543334960938
2021-07-23,144.94252014160156
2021-07-26,145.3621063232422
2021-07-27,143.19615173339844
2021-07-28,141.44972229003906
2021-07-29,142.09364318847656
2021-07-30,142.3082733154297
2021-08-02,141.9765625
2021-08-03,143.77175903320312
2021-08-04,143.37173461914062
2021-08-05,143.4790802001953
2021-08-06,142.7951202392578
2021-08-09,142.7462615966797
2021-08-10,142.2674560546875
2021-08-11,142.52149963378906
2021-08-12,145.48219299316406
2021-08-13,145.68736267089844
2021-08-16,147.66111755371094
2021-08-17,146.75244140625
2021-08-18,143.01007080078125
2021-08-19,143.34230041503906
2021-08-20,144.79823303222656
2021-08-23,146.28338623046875
2021-08-24,146.19544982910156
2021-08-25,144.9643096923828
2021-08-26,144.1630401611328
2021-08-27,145.19879150390625
2021-08-30,149.61534118652344
2021-08-31,148.35488891601562
2021-09-01,149.019287109375
2021-09-02,150.13320922851562
2021-09-03,150.76834106445312
2021-09-07,153.10365295410156
2021-09-08,151.55978393554688
2021-09-09,150.54360961914062
2021-09-10,145.56036376953125
2021-09-13,146.12709045410156
2021-09-14,144.72979736328125
2021-09-15,145.61895751953125
2021-09-16,145.3844451904297
2021-09-17,142.71693420410156
2021-09-20,139.6683807373047
2021-09-21,140.1471405029297
2021-09-22,142.51174926757812
2021-09-23,143.4693603515625
2021-09-24,143.55726623535156
2021-09-27,142.04275512695312
2021-09-28,138.66192626953125
2021-09-29,139.56085205078125
2021-09-30,138.2613067626953
2021-10-01,139.38499450683594
2021-10-04,135.95530700683594
2021-10-05,137.88026428222656
2021-10-06,138.7498779296875
2021-10-07,140.01034545898438
2021-10-08,139.62925720214844
2021-10-11,139.5413055419922
2021-10-12,138.2710723876953
2021-10-13,137.68479919433594
2021-10-14,140.4696044921875
2021-10-15,141.52487182617188
2021-10-18,143.19570922851562
2021-10-19,145.3551483154297
2021-10-20,145.84368896484375
2021-10-21,146.0586700439453
2021-10-22,145.28675842285156
2021-10-25,145.2378692626953
2021-10-26,145.90234375
2021-10-27,145.443115234375
2021-10-28,149.0779266357422
2021-10-29,146.37135314941406
2021-11-01,145.5505828857422
2021-11-02,146.5863037109375
2021-11-03,148.02267456054688
2021-11-04,147.5048065185547
2021-11-05,148.03318786621094
2021-11-08,147.2112274169922
2021-11-09,147.57327270507812
2021-11-10,144.74530029296875
2021-11-11,144.6964111328125
2021-11-12,146.77090454101562
2021-11-15,146.78067016601562
2021-11-16,147.7592315673828
2021-11-17,150.19577026367188
2021-11-18,154.48175048828125
2021-11-19,157.10423278808594
2021-11-22,157.56414794921875
2021-11-23,157.94581604003906
2021-11-24,158.46438598632812
2021-11-26,153.44448852539062
2021-11-29,156.80088806152344
2021-11-30,161.7523193359375
2021-12-01,161.2336883544922
2021-12-02,160.24534606933594
2021-12-03,158.36656188964844
2021-12-06,161.77188110351562
2021-12-07,167.50608825683594
2021-12-08,171.3223876953125
2021-12-09,170.81356811523438
2021-12-10,175.59861755371094
2021-12-13,171.96824645996094
2021-12-14,170.58848571777344
2021-12-15,175.45184326171875
2021-12-16,168.5629119873047
2021-12-17,167.46694946289062
2021-12-20,166.10679626464844
2021-12-21,169.2772674560547
2021-12-22,171.870361328125
2021-12-23,172.4966583251953
2021-12-27,176.45973205566406
2021-12-28,175.44200134277344
2021-12-29,175.5301055908203
2021-12-30,174.3754425048828
2021-12-31,173.75897216796875
2022-01-03,178.10365295410156
2022-01-04,175.84323120117188
2022-01-05,171.16578674316406
2022-01-06,168.3085174560547
2022-01-07,168.47482299804688
2022-01-10,168.49444580078125
2022-01-11,171.3223876953125
2022-01-12,171.7627716064453
2022-01-13,168.49444580078125
2022-01-14,169.35556030273438
2022-01-18,166.15570068359375
2022-01-19,162.662353515625
2022-01-20,160.979248046875
2022-01-21,158.9243621826172
2022-01-24,158.1512908935547
2022-01-25,156.3507843017578
2022-01-26,156.2626953125
2022-01-27,155.8028106689453
2022-01-28,166.67431640625
2022-01-31,171.02879333496094
2022-02-01,170.86248779296875
2022-02-02,172.06605529785156
2022-02-03,169.18919372558594
2022-02-04,168.90504455566406
2022-02-07,168.18983459472656
2022-02-08,171.2957305908203
2022-02-09,172.7164306640625
2022-02-10,168.64051818847656
2022-02-11,165.2308807373047
2022-02-14,165.4660186767578
2022-02-15,169.29698181152344
2022-02-16,169.0618133544922
2022-02-17,165.4660186767578
2022-02-18,163.9179229736328
2022-02-22,160.9982147216797
2022-02-23,156.8341064453125
2022-02-24,159.45013427734375
2022-02-25,161.5175018310547
2022-02-28,161.7820281982422
2022-03-01,159.9008331298828
2022-03-02,163.19288635253906
2022-03-03,162.86959838867188
2022-03-04,159.87142944335938
2022-03-07,156.07965087890625
2022-03-08,154.2572479248047
2022-03-09,159.65589904785156
2022-03-10,155.31546020507812
2022-03-11,151.60203552246094
2022-03-14,147.57516479492188
2022-03-15,151.95480346679688
2022-03-16,156.3638153076172
2022-03-17,157.37298583984375
2022-03-18,160.66506958007812
2022-03-21,162.0367889404297
2022-03-22,165.40719604492188
2022-03-23,166.76914978027344
2022-03-24,170.55111694335938
2022-03-25,171.18792724609375
2022-03-28,172.05020141601562
2022-03-29,175.34226989746094
2022-03-30,174.17630004882812
2022-03-31,171.0802001953125
2022-04-01,170.7862548828125
2022-04-04,174.8327178955078
2022-04-05,171.52110290527344
2022-04-06,168.3563995361328
2022-04-07,168.66009521484375
2022-04-08,166.6515655517578
2022-04-11,162.39927673339844
2022-04-12,164.27064514160156
2022-04-13,166.9552764892578
2022-04-14,161.94859313964844
2022-04-18,161.7330322265625
2022-04-19,164.0159454345703
2022-04-20,163.84933471679688
2022-04-21,163.05572509765625
2022-04-22,158.51931762695312
2022-04-25,159.58731079101562
2022-04-26,153.63023376464844
2022-04-27,153.4048614501953
2022-04-28,160.3319091796875
2022-04-29,154.4630126953125
2022-05-02,154.7667694091797
2022-05-03,156.25604248046875
2022-05-04,162.66384887695312
2022-05-05,153.60081481933594
2022-05-06,154.32691955566406
2022-05-09,149.20492553710938
2022-05-10,151.60891723632812
2022-05-11,143.7493438720703
2022-05-12,139.88333129882812
2022-05-13,144.3478240966797
2022-05-16,142.80734252929688
2022-05-17,146.43788146972656
2022-05-18,138.17599487304688
2022-05-19,134.77114868164062
2022-05-20,135.00662231445312
2022-05-23,140.42298889160156
2022-05-24,137.72463989257812
2022-05-25,137.88162231445312
2022-05-26,141.08038330078125
2022-05-27,146.8303680419922
2022-05-31,146.04537963867188
2022-06-01,145.91783142089844
2022-06-02,148.37091064453125
2022-06-03,142.65036010742188
2022-06-06,143.3961181640625
2022-06-07,145.91783142089844
2022-06-08,145.1819305419922
2022-06-09,139.9617919921875
2022-06-10,134.5552520751953
2022-06-13,129.40383911132812
2022-06-14,130.26731872558594
2022-06-15,132.88717651367188
2022-06-16,127.61801147460938
2022-06-17,129.08982849121094
2022-06-21,133.31887817382812
2022-06-22,132.80868530273438
2022-06-23,135.6738739013672
2022-06-24,139.00018310546875
2022-06-27,139.00018310546875
2022-06-28,134.85946655273438
2022-06-29,136.61582946777344
2022-06-30,134.1529541015625
2022-07-01,136.32147216796875
2022-07-05,138.9020538330078
2022-07-06,140.23651123046875
2022-07-07,143.6021728515625
2022-07-08,144.27915954589844
2022-07-11,142.14993286132812
2022-07-12,143.12135314941406
2022-07-13,142.75828552246094
2022-07-14,145.68231201171875
2022-07-15,147.35040283203125
2022-07-18,144.30862426757812
2022-07-19,148.16485595703125
2022-07-20,150.16653442382812
2022-07-21,152.4331512451172
2022-07-22,151.19679260253906
2022-07-25,150.0782470703125
2022-07-26,148.75355529785156
2022-07-27,153.84616088867188
2022-07-28,154.39561462402344
2022-07-29,159.45870971679688
2022-08-01,158.47752380371094
2022-08-02,157.0056915283203
2022-08-03,163.01075744628906
2022-08-04,162.69676208496094
2022-08-05,162.4707489013672
2022-08-08,161.9990997314453
2022-08-09,162.0482635498047
2022-08-10,166.29306030273438
2022-08-11,165.55609130859375
2022-08-12,169.10324096679688
2022-08-15,170.17425537109375
2022-08-16,170.01702880859375
2022-08-17,171.51055908203125
2022-08-18,171.11752319335938
2022-08-19,168.53335571289062
2022-08-22,164.65213012695312
2022-08-23,164.31802368164062
2022-08-24,164.61280822753906
2022-08-25,167.0692596435547
2022-08-26,160.77088928222656
2022-08-29,158.56991577148438
2022-08-30,156.14291381835938
2022-08-31,154.48231506347656
2022-09-01,155.20944213867188
2022-09-02,153.0968780517578
2022-09-06,151.8391571044922
2022-09-07,153.24424743652344
2022-09-08,151.77040100097656
2022-09-09,154.62974548339844
2022-09-12,160.58416748046875
2022-09-13,151.16119384765625
2022-09-14,152.60560607910156
2022-09-15,149.71676635742188
2022-09-16,148.07586669921875
2022-09-19,151.79005432128906
2022-09-20,154.1678924560547
2022-09-21,151.0432891845703
2022-09-22,150.08033752441406
2022-09-23,147.810546875
2022-09-26,148.14466857910156
2022-09-27,149.11740112304688
2022-09-28,147.23085021972656
2022-09-29,139.9989776611328
2022-09-30,135.79351806640625
2022-10-03,139.96954345703125
2022-10-04,143.5559539794922
2022-10-05,143.85073852539062
2022-10-06,142.89764404296875
2022-10-07,137.6505889892578
2022-10-10,137.97488403320312
2022-10-11,136.55995178222656
2022-10-12,135.9310760498047
2022-10-13,140.5001220703125
2022-10-14,135.97039794921875
2022-10-17,139.93023681640625
2022-10-18,141.24688720703125
2022-10-19,141.35498046875
2022-10-20,140.8931427001953
2022-10-21,144.70559692382812
2022-10-24,146.84765625
2022-10-25,149.6873016357422
2022-10-26,146.74937438964844
2022-10-27,142.27862548828125
2022-10-28,153.02810668945312
2022-10-31,150.66990661621094
2022-11-01,148.02674865722656
2022-11-02,142.50460815429688
2022-11-03,136.46168518066406
2022-11-04,136.19595336914062
2022-11-07,136.72744750976562
2022-11-08,137.2982635498047
2022-11-09,132.74134826660156
2022-11-10,144.5519561767578
2022-11-11,147.33726501464844
2022-11-14,145.93968200683594
2022-11-15,147.67193603515625
2022-11-16,146.441650390625
2022-11-17,148.34120178222656
2022-11-18,148.9021759033203
2022-11-21,145.6739501953125
2022-11-22,147.8096923828125
2022-11-23,148.68568420410156
2022-11-25,145.77236938476562
2022-11-28,141.9437713623047
2022-11-29,138.94187927246094
2022-11-30,145.69363403320312
2022-12-01,145.96922302246094
2022-12-02,145.47714233398438
2022-12-05,144.31576538085938
2022-12-06,140.65444946289062
2022-12-07,138.71556091308594
2022-12-08,140.39857482910156
2022-12-09,139.916259765625
2022-12-12,142.20950317382812
2022-12-13,143.17405700683594
2022-12-14,140.94970703125
2022-12-15,134.34561157226562
2022-12-16,132.38702392578125
2022-12-19,130.28076171875
2022-12-20,130.21188354492188
2022-12-21,133.31219482421875
2022-12-22,130.14303588867188
2022-12-23,129.7788543701172
2022-12-27,127.97773742675781
2022-12-28,124.05071258544922
2022-12-29,127.56436157226562
2022-12-30,127.87933349609375
2023-01-03,123.09601593017578
2023-01-04,124.36565399169922
2023-01-05,123.04681396484375
2023-01-06,127.57421875
2023-01-09,128.09585571289062
2023-01-10,128.6667022705078
2023-01-11,131.38311767578125
2023-01-12,131.3043975830078
2023-01-13,132.63307189941406
2023-01-17,133.79444885253906
2023-01-18,133.07598876953125
2023-01-19,133.13504028320312
2023-01-20,135.69403076171875
2023-01-23,138.88287353515625
2023-01-24,140.28045654296875
2023-01-25,139.6210479736328
2023-01-26,141.68789672851562
2023-01-27,143.6267852783203
2023-01-30,140.74302673339844
2023-01-31,142.01266479492188
2023-02-01,143.1346893310547
2023-02-02,148.4396209716797
2023-02-03,152.06150817871094
2023-02-06,149.3352508544922
2023-02-07,152.20913696289062
2023-02-08,149.52224731445312
2023-02-09,148.4888153076172
2023-02-10,148.853515625
2023-02-13,151.65301513671875
2023-02-14,151.01226806640625
2023-02-15,153.1118621826172
2023-02-16,151.51499938964844
2023-02-17,150.3715362548828
2023-02-21,146.3596649169922
2023-02-22,146.78350830078125
2023-02-23,147.26651000976562
2023-02-24,144.6149444580078
2023-02-27,145.80763244628906
2023-02-28,145.30494689941406
2023-03-01,143.23495483398438
2023-03-02,143.82640075683594
2023-03-03,148.87326049804688
2023-03-06,151.6332244873047
2023-03-07,149.4351043701172
2023-03-08,150.6869659423828
2023-03-09,148.4395294189453
2023-03-10,146.37939453125
2023-03-13,148.3212432861328
2023-03-14,150.41098022460938
2023-03-15,150.80528259277344
2023-03-16,153.6244354248047
2023-03-17,152.78659057617188
2023-03-20,155.15232849121094
2023-03-21,157.00546264648438
2023-03-22,155.57615661621094
2023-03-23,156.66043090820312
2023-03-24,157.9615936279297
2023-03-27,156.0197296142578
2023-03-28,155.39871215820312
2023-03-29,158.4741668701172
2023-03-30,160.0414581298828
2023-03-31,162.54519653320312
2023-04-03,163.7970428466797
2023-04-04,163.26475524902344
2023-04-05,161.42147827148438
2023-04-06,162.30860900878906
2023-04-10,159.71617126464844
2023-04-11,158.50375366210938
2023-04-12,157.81375122070312
2023-04-13,163.19577026367188
2023-04-14,162.8507843017578
2023-04-17,162.8704833984375
2023-04-18,164.09280395507812
2023-04-19,165.23622131347656
2023-04-20,164.27020263671875
2023-04-21,162.66348266601562
2023-04-24,162.96905517578125
2023-04-25,161.43133544921875
2023-04-26,161.42147827148438
2023-04-27,166.00506591796875
2023-04-28,167.25692749023438
2023-05-01,167.16819763183594
2023-05-02,166.13316345214844
2023-05-03,165.05874633789062
2023-05-04,163.4224395751953
2023-05-05,171.0913848876953
2023-05-08,171.02239990234375
2023-05-09,169.31704711914062
2023-05-10,171.08154296875
2023-05-11,171.26881408691406
2023-05-12,170.3409423828125
2023-05-15,169.847412109375
2023-05-16,169.847412109375
2023-05-17,170.4594268798828
2023-05-18,172.7889404296875
2023-05-19,172.8975067138672
2023-05-22,171.9498748779297
2023-05-23,169.34400939941406
2023-05-24,169.620361328125
2023-05-25,170.7555389404297
2023-05-26,173.16397094726562
2023-05-30,175.00985717773438
2023-05-31,174.96051025390625
2023-06-01,177.76380920410156
2023-06-02,178.61270141601562
2023-06-05,177.26036071777344
2023-06-06,176.89517211914062
2023-06-07,175.5231475830078
2023-06-08,178.23760986328125
2023-06-09,178.62255859375
2023-06-12,181.416015625
2023-06-13,180.9422149658203
2023-06-14,181.57394409179688
2023-06-15,183.60731506347656
2023-06-16,182.53143310546875
2023-06-20,182.6202392578125
2023-06-21,181.58384704589844
2023-06-22,184.58456420898438
2023-06-23,184.26866149902344
2023-06-26,182.87692260742188
2023-06-27,185.63084411621094
2023-06-28,186.80548095703125
2023-06-29,187.14111328125
2023-06-30,191.4645538330078
2023-07-03,189.9740447998047
2023-07-05,188.85861206054688
2023-07-06,189.33242797851562
2023-07-07,188.2169952392578
2023-07-10,186.1737518310547
2023-07-11,185.650634765625
2023-07-12,187.31878662109375
2023-07-13,188.07882690429688
2023-07-14,188.22689819335938
2023-07-17,191.48426818847656
2023-07-18,191.2276153564453
2023-07-19,192.57994079589844
2023-07-20,190.6353759765625
2023-07-21,189.46075439453125
2023-07-24,190.2602996826172
2023-07-25,191.11904907226562
2023-07-26,191.98768615722656
2023-07-27,190.72422790527344
2023-07-28,193.3004913330078
2023-07-31,193.91250610351562
2023-08-01,193.08334350585938
2023-08-02,190.0924835205078
2023-08-03,188.70066833496094
2023-08-04,179.6392822265625
2023-08-07,176.5398406982422
2023-08-08,177.4775848388672
2023-08-09,175.88832092285156
2023-08-10,175.67120361328125
2023-08-11,175.73048400878906
2023-08-14,177.3811798095703
2023-08-15,175.39447021484375
2023-08-16,174.52464294433594
2023-08-17,171.98439025878906
2023-08-18,172.46873474121094
2023-08-21,173.80308532714844
2023-08-22,175.17698669433594
2023-08-23,179.0219268798828
2023-08-24,174.33680725097656
2023-08-25,176.541015625
2023-08-28,178.1027069091797
2023-08-29,181.98715209960938
2023-08-30,185.4762725830078
2023-08-31,185.69375610351562
2023-09-01,187.26535034179688
2023-09-05,187.50254821777344
2023-09-06,180.7912139892578
2023-09-07,175.50318908691406
2023-09-08,176.115966796875
2023-09-11,177.28228759765625
2023-09-12,174.25775146484375
2023-09-13,172.19198608398438
2023-09-14,173.70425415039062
2023-09-15,172.9827117919922
2023-09-18,175.90841674804688
2023-09-19,176.99566650390625
2023-09-20,173.45712280273438
